Oyun Adi,Fiyat,URL,Diller,PEGI,Platformlar
Rogue Company,Ücretsiz+,https://www.xbox.com/tr-TR/games/store/rogue-company/BPHSZ44NGDB2/0001,8 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
March of Empires,Ücretsiz+,https://www.xbox.com/tr-TR/games/store/march-of-empires/9NB79X98BTC7/0010,N/A,N/A,Bilgisayar | Xbox Series X|S
Enlisted Xbox One,Ücretsiz+,https://www.xbox.com/tr-TR/games/store/enlisted-xbox-one/9PF432CVQBXT/0010,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Pinball FX,Ücretsiz+,https://www.xbox.com/tr-TR/games/store/pinball-fx/9PLTP0XJ75GS/0010,5 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Grand Theft Auto V: Premium Edition,"1.199,00 ₺+",https://www.xbox.com/tr-TR/games/store/grand-theft-auto-v-premium-edition/C496CLVXMJP8/0001,14 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
The Crew Motorfest - Xbox Series X|S,,https://www.xbox.com/tr-TR/games/store/the-crew-motorfest-xbox-series-xs/9NTB0ZG811GR/0010,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
HELLDIVERS™ 2 Super Citizen Sürümü,"2.579,00 ₺+",https://www.xbox.com/tr-TR/games/store/helldivers-2-super-citizen-surumu/9P4H9CTBWV3G/0010,14 Dil,N/A,Bilgisayar | Xbox Series X|S
Agony,"50,00 ₺",https://www.xbox.com/tr-TR/games/store/agony/BSRMNB8P5VFF/0001,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Outward: Definitive Edition,"349,00 ₺",https://www.xbox.com/tr-TR/games/store/outward-definitive-edition/9N4RBWQ471VX/0010,2 Dil,N/A,Bilgisayar | Xbox Series X|S
Devil May Cry 5 Special Edition,"800,00 ₺+",https://www.xbox.com/tr-TR/games/store/devil-may-cry-5-special-edition/9MZ11KT5KLP6/0010,9 Dil,N/A,Bilgisayar | Xbox Series X|S
Docked - Deluxe Edition,"1.649,00 ₺+",https://www.xbox.com/tr-TR/games/store/docked-deluxe-edition/9N4BT5WWMH44/0010,N/A,N/A,Bilgisayar | Xbox Series X|S
Opus Castle,Ücretsiz+,https://www.xbox.com/tr-TR/games/store/opus-castle/9NS2WF6GVWQ6/0010,2 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Super Animal Royale,Ücretsiz+,https://www.xbox.com/tr-TR/games/store/super-animal-royale/9N872VFSPPQL/0010,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
HOT WHEELS UNLEASHED™ 2 - Turbocharged - Legendary Edition,"3.149,00 ₺+",https://www.xbox.com/tr-TR/games/store/hot-wheels-unleashed-2-turbocharged-legendary-edition/9N3ZBMK6BMQL/0010,13 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Minecraft: Deluxe Collection,"1.199,00 ₺+",https://www.xbox.com/tr-TR/games/store/minecraft-deluxe-collection/9P4VML1WR91N/0010,25 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Space Invaders: IG,"25,00 ₺+",https://www.xbox.com/tr-TR/games/store/space-invaders-ig/C5FN9WF5Z4LH/0001,1 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Grand Theft Auto IV,"59,00 ₺+",https://www.xbox.com/tr-TR/games/store/grand-theft-auto-iv/BRQ2SCZCTXF2/0001,10 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Slime Rancher 2,"544,25 ₺",https://www.xbox.com/tr-TR/games/store/slime-rancher-2/9PHFJ0N31NV1/0010,9 Dil,N/A,Bilgisayar | Xbox Series X|S | Handheld
Car Mechanic Simulator 2021,"29,75 ₺+",https://www.xbox.com/tr-TR/games/store/car-mechanic-simulator-2021/9NH019ZFFHTV/0010,16 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S | Handheld
What Remains of Edith Finch,"90,62 ₺",https://www.xbox.com/tr-TR/games/store/what-remains-of-edith-finch/BSLGLG8P9T01/0001,11 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S | Handheld
Call of Duty®,,https://www.xbox.com/tr-TR/games/store/call-of-duty/9N201KQXS5BM/0010,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S | Handheld
Path of Exile,Ücretsiz+,https://www.xbox.com/tr-TR/games/store/path-of-exile/BWC95BZPFBS7/0001,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Puzzle Galaxy Xbox Edition,Ücretsiz+,https://www.xbox.com/tr-TR/games/store/puzzle-galaxy-xbox-edition/9N3MRPP8KKRS/0010,10 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S | Handheld
Predecessor,Ücretsiz+,https://www.xbox.com/tr-TR/games/store/predecessor/9NKVBTRRWH6V/0010,6 Dil,N/A,Bilgisayar | Xbox Series X|S
Powerstar Golf,Ücretsiz+,https://www.xbox.com/tr-TR/games/store/powerstar-golf/BNQ94HH98ZTP/0001,9 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Totally Accurate Battle Simulator,"65,00 ₺",https://www.xbox.com/tr-TR/games/store/totally-accurate-battle-simulator/9PC4RWP34M2D/0010,1 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S | Handheld
Alien: Isolation - The Collection,"475,00 ₺+",https://www.xbox.com/tr-TR/games/store/alien-isolation-the-collection/BR3TMVZ9PNWZ/0001,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Call of Duty® 4: Modern Warfare®,"32,00 ₺+",https://www.xbox.com/tr-TR/games/store/call-of-duty-4-modern-warfare/C1K9426124PR/0001,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Metaball,Ücretsiz+,https://www.xbox.com/tr-TR/games/store/metaball/9NHXKP9579JX/0010,12 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Dead Island Definitive Edition,"57,50 ₺",https://www.xbox.com/tr-TR/games/store/dead-island-definitive-edition/BS7F51G3DP8R/0001,7 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Satisfactory,"1.649,00 ₺",https://www.xbox.com/tr-TR/games/store/satisfactory/9NPR2CG6S95Q/0010,12 Dil,N/A,Bilgisayar | Xbox Series X|S
Kingdom Come: Deliverance,"1.049,00 ₺+",https://www.xbox.com/tr-TR/games/store/kingdom-come-deliverance/BNBWFH89FCF1/0001,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
LEGO® Star Wars™: The Skywalker Saga Galaktik Sürüm,"799,00 ₺+",https://www.xbox.com/tr-TR/games/store/lego-star-wars-the-skywalker-saga-galaktik-surum/9NLSQ26HM4X5/0010,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
DAVE THE DIVER,"529,00 ₺+",https://www.xbox.com/tr-TR/games/store/dave-the-diver/9PC1ZMD65L0T/0010,11 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S | Handheld
ON THE ROAD - The Truck Simulator,"157,50 ₺",https://www.xbox.com/tr-TR/games/store/on-the-road-the-truck-simulator/9N61DTKQXBX5/0010,6 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Call of Duty®: Black Ops Cold War,"712,79 ₺+",https://www.xbox.com/tr-TR/games/store/call-of-duty-black-ops-cold-war/9N2DMQBN9RC4/0010,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Cuphead,"66,38 ₺+",https://www.xbox.com/tr-TR/games/store/cuphead/9NJRX71M5X9P/0010,13 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S | Handheld
Red Dead Online,"349,50 ₺+",https://www.xbox.com/tr-TR/games/store/red-dead-online/9N3L5FF8M6SW/0010,14 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Jurassic World Evolution 3,"1.750,00 ₺+",https://www.xbox.com/tr-TR/games/store/jurassic-world-evolution-3/9NX7HCWL13Z9/0010,13 Dil,N/A,Bilgisayar | Xbox Series X|S | Handheld
Microsoft Flight Simulator 2024 - Standard Edition,"1.999,99 ₺+",https://www.xbox.com/tr-TR/games/store/microsoft-flight-simulator-2024-standard-edition/9P2VGCTBMM52/0010,18 Dil,N/A,Bilgisayar | Xbox Series X|S
Far Cry® 5 Gold Edition,"105,00 ₺+",https://www.xbox.com/tr-TR/games/store/far-cry-5-gold-edition/BWJK7NTJLKV9/0001,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Throne and Liberty,Ücretsiz+,https://www.xbox.com/tr-TR/games/store/throne-and-liberty/9MWWJQLQ590G/0010,7 Dil,N/A,Bilgisayar | Xbox Series X|S
Far Cry® 6,"150,00 ₺+",https://www.xbox.com/tr-TR/games/store/far-cry-6/9PBNGCVBGML0/0100,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S | Handheld
Call of Duty®: Black Ops 7 - Kasa Sürümü,"3.299,25 ₺+",https://www.xbox.com/tr-TR/games/store/call-of-duty-black-ops-7-kasa-surumu/9PBDS7DPPXM5/0010,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Scars Above,"749,00 ₺",https://www.xbox.com/tr-TR/games/store/scars-above/9PCDJWCFC4X8/0010,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
City Island 5,Ücretsiz+,https://www.xbox.com/tr-TR/games/store/city-island-5/9PHCH7G3KLP0/0010,N/A,N/A,Bilgisayar | Xbox Series X|S
Docked,"85,00 ₺+",https://www.xbox.com/tr-TR/games/store/docked/9N74LNKWVFSQ/0010,8 Dil,N/A,Bilgisayar | Xbox Series X|S
Farming Simulator 25,"1.449,00 ₺+",https://www.xbox.com/tr-TR/games/store/farming-simulator-25/9NMCDQ6RCJKH/0010,22 Dil,N/A,Bilgisayar | Xbox Series X|S
GreedFall - Gold Edition,"285,00 ₺+",https://www.xbox.com/tr-TR/games/store/greedfall-gold-edition/9NVR6HDTQZT9/0010,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Mars: War Logs,"48,01 ₺",https://www.xbox.com/tr-TR/games/store/mars-war-logs/C10NTXFNSPBW/0001,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Frozen Free Fall: Snowball Fight,Ücretsiz+,https://www.xbox.com/tr-TR/games/store/frozen-free-fall-snowball-fight/BRFHK8R9ZX53/0001,9 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
LEGO® BATMAN™ 3: GOTHAM'IN ÖTESİ,"849,00 ₺+",https://www.xbox.com/tr-TR/games/store/lego-batman-3-gothamin-otesi/C0GMW8QH429T/0001,13 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
LEGO® Voyagers Friend’s Pass,Ücretsiz,https://www.xbox.com/tr-TR/games/store/lego-voyagers-friends-pass/9PNPGV4WKS47/0010,2 Dil,N/A,Bilgisayar | Xbox Series X|S
Persona 3 Reload,"2.579,00 ₺+",https://www.xbox.com/tr-TR/games/store/persona-3-reload/9NKK6Z0K3RH2/0010,13 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Undisputed - Championship Edition,"3.449,00 ₺+",https://www.xbox.com/tr-TR/games/store/undisputed-championship-edition/9PL8FRGL12KG/0010,N/A,N/A,Bilgisayar | Xbox Series X|S
Fallout 76 (PC),"350,00 ₺+",https://www.xbox.com/tr-TR/games/store/fallout-76-pc/9NKGNMNK3K3Z/0010,13 Dil,N/A,Bilgisayar | Xbox Series X|S | Handheld
Party Animals,"362,50 ₺+",https://www.xbox.com/tr-TR/games/store/party-animals/9MZ08RDQ4DM1/0010,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Dragon's Dogma: Dark Arisen,"879,00 ₺",https://www.xbox.com/tr-TR/games/store/dragons-dogma-dark-arisen/BNGT6SZBFM2T/0001,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
ACE COMBAT™ 7: SKIES UNKNOWN - TOP GUN: Maverick Edition,"74,80 ₺+",https://www.xbox.com/tr-TR/games/store/ace-combat-7-skies-unknown-top-gun-maverick-edition/9N9Q21DVHMX3/0010,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Hollow Knight: Silksong,"287,50 ₺",https://www.xbox.com/tr-TR/games/store/hollow-knight-silksong/9N116V0599HB/0010,11 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S | Handheld
Mafia: The Old Country,"1.949,00 ₺+",https://www.xbox.com/tr-TR/games/store/mafia-the-old-country/9P834N9S4LL0/0010,14 Dil,N/A,Bilgisayar | Xbox Series X|S
Ninja Kaplumbağalar Splinter'ın Kaderi - Alopex Paket,"120,00 ₺+",https://www.xbox.com/tr-TR/games/store/ninja-kaplumbagalar-splinterin-kaderi-alopex-paket/9N4RTV0W08SH/0010,14 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Slime Rancher,"364,00 ₺+",https://www.xbox.com/tr-TR/games/store/slime-rancher/C2NC88M7NWZ1/0001,6 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Stardew Valley,"39,00 ₺",https://www.xbox.com/tr-TR/games/store/stardew-valley/C3D891Z6TNQM/0001,14 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
ROUNDS,"14,00 ₺",https://www.xbox.com/tr-TR/games/store/rounds/9N96H0Q62WNZ/0010,9 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Borderlands 3,"459,00 ₺+",https://www.xbox.com/tr-TR/games/store/borderlands-3/C34NB0F1B5WQ/0001,11 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Starlit Adventures,Ücretsiz+,https://www.xbox.com/tr-TR/games/store/starlit-adventures/9PFQTLC9BHFB/0010,11 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Tom Clancy's Splinter Cell: Blacklist,"14,70 ₺+",https://www.xbox.com/tr-TR/games/store/tom-clancys-splinter-cell-blacklist/C26NJ29TKZ1W/0001,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
LEGO® STAR WARS™: Güç Uyanıyor,"130,00 ₺+",https://www.xbox.com/tr-TR/games/store/lego-star-wars-guc-uyaniyor/BSHZGCGJNCN5/0001,14 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Far Cry® 2,"8,70 ₺+",https://www.xbox.com/tr-TR/games/store/far-cry-2/BRCK1B8950B2/0001,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Grand Theft Auto V (Xbox One),,https://www.xbox.com/tr-TR/games/store/grand-theft-auto-v-xbox-one/BPJ686W6S0NH/0001,11 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
FINAL FANTASY VII REMAKE INTERGRADE,"1.749,00 ₺",https://www.xbox.com/tr-TR/games/store/final-fantasy-vii-remake-intergrade/9NRQVQ7ZRM7Z/0010,11 Dil,N/A,Bilgisayar | Xbox Series X|S | Handheld
Path of Titans Standart Kurucu Paketi - (Oyun ön izleme),"850,00 ₺+",https://www.xbox.com/tr-TR/games/store/path-of-titans-standart-kurucu-paketi-oyun-on-izleme/9NJV563B1NS5/0010,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Just Dance Ücretsiz Deneyim,,https://www.xbox.com/tr-TR/games/store/just-dance-ucretsiz-deneyim/9P0LHV4DV2BG/0010,2 Dil,N/A,Bilgisayar | Xbox Series X|S
Paladins,Ücretsiz+,https://www.xbox.com/tr-TR/games/store/paladins/C4PZ0V39GXN2/0001,10 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
DRAGON BALL XENOVERSE 2 - Deluxe Edition,"749,00 ₺+",https://www.xbox.com/tr-TR/games/store/dragon-ball-xenoverse-2-deluxe-edition/C4VHLVCM017T/0001,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Windbound,"165,00 ₺+",https://www.xbox.com/tr-TR/games/store/windbound/9NMTZWKL8CGM/0010,11 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Anno 117: Pax Romana,"2.059,00 ₺+",https://www.xbox.com/tr-TR/games/store/anno-117-pax-romana/9NRJ3KNT0JRK/0010,N/A,N/A,Bilgisayar | Xbox Series X|S
Gang Beasts,"362,50 ₺",https://www.xbox.com/tr-TR/games/store/gang-beasts/BPQZT43FWD49/0001,11 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S | Handheld
FOR HONOR - Standard Edition,"78,75 ₺+",https://www.xbox.com/tr-TR/games/store/for-honor-standard-edition/9N3DWR830CVN/0010,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Cuphead & The Delicious Last Course,"76,25 ₺+",https://www.xbox.com/tr-TR/games/store/cuphead-the-delicious-last-course/9NB0115C9WNM/0010,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Electrician Simulator,"5,62 ₺+",https://www.xbox.com/tr-TR/games/store/electrician-simulator/9NL56ZNV72WT/0010,13 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
"War Tanks: Çevrimiçi Tank Savaşı Oyunu, Tank Simülatörü",Ücretsiz+,https://www.xbox.com/tr-TR/games/store/war-tanks-cevrimici-tank-savasi-oyunu-tank-simulatoru/9PPPG4QLD9J1/0010,N/A,N/A,Bilgisayar | Xbox Series X|S
Castle Crashers Remastered,"76,69 ₺",https://www.xbox.com/tr-TR/games/store/castle-crashers-remastered/C10GWTNNNBZ8/0001,12 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Stampede: Racing Royale,Ücretsiz+,https://www.xbox.com/tr-TR/games/store/stampede-racing-royale/9N02RR4098R7/0010,11 Dil,N/A,Bilgisayar | Xbox Series X|S | Handheld
Phantasy Star Online 2 New Genesis,Ücretsiz+,https://www.xbox.com/tr-TR/games/store/phantasy-star-online-2-new-genesis/9P1RSQ5MGPCR/0010,2 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Hollow Knight: Voidheart Edition,"96,50 ₺",https://www.xbox.com/tr-TR/games/store/hollow-knight-voidheart-edition/9MW9469V91LM/0010,10 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S | Handheld
I Am Fish,"16,87 ₺",https://www.xbox.com/tr-TR/games/store/i-am-fish/9MXGJ8JZL0LK/0010,10 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S | Handheld
Devil May Cry 5 Deluxe + Vergil,"800,00 ₺+",https://www.xbox.com/tr-TR/games/store/devil-may-cry-5-deluxe-vergil/9P4TCKR37TLZ/0010,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Bum Simulator,"19,68 ₺",https://www.xbox.com/tr-TR/games/store/bum-simulator/9P5BRS3LJN26/0010,12 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Splitgate,Ücretsiz+,https://www.xbox.com/tr-TR/games/store/splitgate/9P4S1BPJLPHZ/0010,12 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Killing Floor 2,"129,00 ₺+",https://www.xbox.com/tr-TR/games/store/killing-floor-2/BSB132ZQVWZM/0001,12 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Cyberpunk 2077,"1.999,00 ₺+",https://www.xbox.com/tr-TR/games/store/cyberpunk-2077/BX3M8L83BBRW/0001,18 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Digimon Survive,"419,00 ₺+",https://www.xbox.com/tr-TR/games/store/digimon-survive/BWPHJ8LR0MG6/0001,10 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
World of Tanks Modern Armor,Ücretsiz+,https://www.xbox.com/tr-TR/games/store/world-of-tanks-modern-armor/C57L9GR0HHB7/0001,10 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
War Robots: Frontiers - Pilot Yüreği,Ücretsiz+,https://www.xbox.com/tr-TR/games/store/war-robots-frontiers-pilot-yuregi/9NHLV358CD75/0010,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Chorus,"620,00 ₺+",https://www.xbox.com/tr-TR/games/store/chorus/9NN1Z8LHMFBV/0010,12 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S | Handheld
Monster Jam™ Showdown - Big Air Edition,"2.499,00 ₺+",https://www.xbox.com/tr-TR/games/store/monster-jam-showdown-big-air-edition/9NZLKP254MCN/0010,10 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Sniper Ghost Warrior Contracts 2 Deluxe Arsenal Edition,"725,00 ₺+",https://www.xbox.com/tr-TR/games/store/sniper-ghost-warrior-contracts-2-deluxe-arsenal-edition/9P8WWN640564/0010,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Grand Theft Auto V Enhanced (PC) ve Great White Shark Kartı Paketi,"719,55 ₺+",https://www.xbox.com/tr-TR/games/store/grand-theft-auto-v-enhanced-pc-ve-great-white-shark-karti-paketi/9P6ZXP2ZRQCV/0010,N/A,N/A,Bilgisayar | Xbox Series X|S
Tom Clancy’s Ghost Recon® Wildlands - Standard Edition,"270,00 ₺+",https://www.xbox.com/tr-TR/games/store/tom-clancys-ghost-recon-wildlands-standard-edition/C2N9CS4FS1QR/0001,16 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
DARK SOULS: REMASTERED,"599,00 ₺",https://www.xbox.com/tr-TR/games/store/dark-souls-remastered/BS18VCF4NLQ9/0001,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Fallout: New Vegas,"349,00 ₺+",https://www.xbox.com/tr-TR/games/store/fallout-new-vegas/BX3JNK07Z6QK/0001,8 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Dead Rising 2,"401,99 ₺",https://www.xbox.com/tr-TR/games/store/dead-rising-2/C3CSPBFVQ80K/0001,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
WWE 2K26 Monday Night War Edition,"5.299,00 ₺+",https://www.xbox.com/tr-TR/games/store/wwe-2k26-monday-night-war-edition/9N598NRT0XMX/0010,N/A,N/A,Bilgisayar | Xbox Series X|S
Microsoft Flight Simulator (2020) Standard 40th Anniversary Edition,"1.000,00 ₺+",https://www.xbox.com/tr-TR/games/store/microsoft-flight-simulator-2020-standard-40th-anniversary-edition/9PMQDM08SNK9/0010,12 Dil,N/A,Bilgisayar | Xbox Series X|S
Trove,Ücretsiz+,https://www.xbox.com/tr-TR/games/store/trove/C4M5BK5HMGJD/0001,4 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Star Wars Outlaws Deluxe Edition,"1.020,00 ₺+",https://www.xbox.com/tr-TR/games/store/star-wars-outlaws-deluxe-edition/9NF2H4QCK8CL/0010,12 Dil,N/A,Bilgisayar | Xbox Series X|S
Halo: The Master Chief Collection,"1.199,00 ₺+",https://www.xbox.com/tr-TR/games/store/halo-the-master-chief-collection/9MT8PTGVHX2P/0010,16 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
F1® 25 Iconic Edition,"3.599,99 ₺+",https://www.xbox.com/tr-TR/games/store/f1-25-iconic-edition/9PC3M91CJFJH/0010,N/A,N/A,Bilgisayar | Xbox Series X|S
Idle Wizard (Xbox One),Ücretsiz+,https://www.xbox.com/tr-TR/games/store/idle-wizard-xbox-one/9MV0ZPWQD9GN/0010,8 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
War Robots: Frontiers,Ücretsiz+,https://www.xbox.com/tr-TR/games/store/war-robots-frontiers/9NKZ0RBTNB9B/0010,12 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Grounded 2,"1.299,00 ₺+",https://www.xbox.com/tr-TR/games/store/grounded-2/9P77PG7DK0W2/0010,N/A,N/A,Bilgisayar | Xbox Series X|S | Handheld
DEAD OR ALIVE 5 Last Round: Core Fighters,Ücretsiz+,https://www.xbox.com/tr-TR/games/store/dead-or-alive-5-last-round-core-fighters/C5GDG0CQ99RJ/0001,8 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Metro Redux Bundle,"76,50 ₺",https://www.xbox.com/tr-TR/games/store/metro-redux-bundle/BV6MJX1TDL17/0001,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Holdfast: Nations At War,"380,00 ₺+",https://www.xbox.com/tr-TR/games/store/holdfast-nations-at-war/9PF53MDNSMHQ/0010,21 Dil,N/A,Bilgisayar | Xbox Series X|S
Monster Hunter Wilds,"2.799,00 ₺+",https://www.xbox.com/tr-TR/games/store/monster-hunter-wilds/9NMT6XFN0LVD/0010,N/A,N/A,Bilgisayar | Xbox Series X|S
Goat Simulator 3,"105,00 ₺+",https://www.xbox.com/tr-TR/games/store/goat-simulator-3/9NMB4T25W817/0010,12 Dil,N/A,Bilgisayar | Xbox Series X|S
Need for Speed™ Unbound,"139,99 ₺+",https://www.xbox.com/tr-TR/games/store/need-for-speed-unbound/9PP837L3Q75D/0010,12 Dil,N/A,Bilgisayar | Xbox Series X|S
Gungrave G.O.R.E. - Complete Bundle,"999,00 ₺+",https://www.xbox.com/tr-TR/games/store/gungrave-gore-complete-bundle/9P5DZFF0VR0V/0010,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Sonic Racing: CrossWorlds,"2.499,00 ₺+",https://www.xbox.com/tr-TR/games/store/sonic-racing-crossworlds/9NJZSFP2ZNVK/0010,14 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
HOT WHEELS UNLEASHED™ 2 - Turbocharged,"1.749,00 ₺+",https://www.xbox.com/tr-TR/games/store/hot-wheels-unleashed-2-turbocharged/9MWDKL3SD6D9/0010,13 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
MXGP3,"699,00 ₺+",https://www.xbox.com/tr-TR/games/store/mxgp3/BTDHX5Z7GL0W/0001,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Midnight Club: Los Angeles Complete,"39,00 ₺+",https://www.xbox.com/tr-TR/games/store/midnight-club-los-angeles-complete/BV6WLXGS887C/0001,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
MX vs ATV Legends,"1.000,00 ₺+",https://www.xbox.com/tr-TR/games/store/mx-vs-atv-legends/9NLGR76G498K/0010,11 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Superball,Ücretsiz+,https://www.xbox.com/tr-TR/games/store/superball/9N4M72L6KGC8/0010,4 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S | Handheld
Red Dead Redemption 2: Ultimate Edition,"3.499,00 ₺+",https://www.xbox.com/tr-TR/games/store/red-dead-redemption-2-ultimate-edition/9PH339L3Z99C/0010,14 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Century: Age of Ashes - Easternvard Renaissance Edition,Ücretsiz+,https://www.xbox.com/tr-TR/games/store/century-age-of-ashes-easternvard-renaissance-edition/9NZJHZ16G17J/0010,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
F.E.A.R. 2,"179,00 ₺+",https://www.xbox.com/tr-TR/games/store/fear-2/9N36FD821RJ5/0010,1 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Little Nightmares I & II Bundle,"749,00 ₺+",https://www.xbox.com/tr-TR/games/store/little-nightmares-i-ii-bundle/9P9K6RPTCHC3/0010,14 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
DAKAR 18,"114,00 ₺+",https://www.xbox.com/tr-TR/games/store/dakar-18/C13B30356JXW/0001,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Devil May Cry HD Collection,"600,00 ₺",https://www.xbox.com/tr-TR/games/store/devil-may-cry-hd-collection/BVNRFF9XJ6KM/0001,N/A,N/A,Bilgisayar | Xbox One | Xbox Series X|S
Achilles: Legends Untold,"227,50 ₺",https://www.xbox.com/tr-TR/games/store/achilles-legends-untold/9NLQZLBDKT3Q/0010,12 Dil,N/A,Bilgisayar | Xbox One | Xbox Series X|S
